specimen_id,excerpt,location,context_tags,tone_flags
S0201,"""# Local Forensic Chat Analysis Pipeline Design (DØPEMÜX System)\n\n## Overview\n\nWe propose a **local Python-based forensic chat analysis pipeline** for iMessage conversations, following the DØPEMÜX multi-phase",dopemux_voice_input/conversations/68987f7e-95e8-8331-b59c-c0ebd58b01c0__untitled.json:L22597-L22597,roast,forensic|punitive|procedural|kinky-coded
S0202,"""is this a better approach? ```Perfect. I’ll design a local Python pipeline that processes iMessage-extracted PDFs (you’re on the right, they’re on the left), converts",dopemux_voice_input/conversations/689e6367-5944-8324-b803-5bd9d04ec176__Kickoff project from research.json:L611-L611,roast,forensic|punitive|procedural|kinky-coded
S0203,"""ok so for now let's just collect the info we need for learnings and dopamine hits with he idea we will build this out. ok",dopemux_voice_input/conversations/684bcb50-7fb0-8006-853d-69d042e73176__Dopemux Brand Breakdown.json:L807-L807,tagline,forensic|punitive|cyberpunk|procedural|witty
S0204,"""**Received, crystal clear:** \nYou want a full “**maximal fusion**” export—**no lost data**, **no lost roast**, and **no lost metadata**—combining:\n- **All rich ANSI/ASCII terminal filth and",dopemux_voice_input/conversations/684cc2a1-3a1c-8006-a40c-b7b6bbda6bf1__UBERSLICER Extraction Ritual.json:L2285-L2285,tagline,forensic|punitive|procedural
S0205,"""Here is the next **maximal, ritualized, metafile-driven dopemux file**: \n**TFE-PROJECT-MANIFEST.dmpx** \nIncludes: ANSI ritual, full schema/YAML, directory, phases, tags, features, protocol, compliance—nothing left behind.\n\n---\n\n```text\n# 💊DØPEMÜX-☠️UBERSLICER☠️—TFE-PROJECT-MANIFEST.dmpx\n\n\\033[1;33m╔════════════════════════════════════════════════════════════════════════════════════════╗\n║\\033[1;35m 💊",dopemux_voice_input/conversations/684cc2a1-3a1c-8006-a40c-b7b6bbda6bf1__UBERSLICER Extraction Ritual.json:L3390-L3390,naming,forensic|punitive
S0206,"""Here is **TFE-SCHEMA.dmpx** (v1.4.0) — \n**Maximal, ritualized, all manifest + architect + field/protocol merged, explicit cross-references.**\n\n---\n\n```text\n# 💊DØPEMÜX-☠️UBERSLICER☠️—TFE-SCHEMA.dmpx\n\n\\033[1;33m╔════════════════════════════════════════════════════════════════════════════════════════╗\n║\\033[1;35m 💊 DØPEMÜX-☠️UBERSLICER☠️—SCHEMA ULTRA RITUAL — v1.4.0 \\033[1;33m║\n╠════════════════════════════════════════════════════════════════════════════════════════╣\n║\\033[0;36m >",dopemux_voice_input/conversations/684cc2a1-3a1c-8006-a40c-b7b6bbda6bf1__UBERSLICER Extraction Ritual.json:L4698-L4698,tagline,forensic|punitive|procedural
S0207,"""text"": ""# 💊DØPEMÜX-☠️UBERSLICER☠️—TFE-SCHEMA.dmpx\n\n\\033[1;33m╔════════════════════════════════════════════════════════════════════════════════════════╗\n║\\033[1;35m 💊 DØPEMÜX-☠️UBERSLICER☠️—SCHEMA ULTRA RITUAL — v1.4.0 \\033[1;33m║\n╠════════════════════════════════════════════════════════════════════════════════════════╣\n║\\033[0;36m > SYSTEM: This is the canonical dopemux schema, manifest, and architecture in one. \\033[1;33m║\n║\\033[0;36m >",dopemux_voice_input/conversations/684ce2b2-cb00-8006-8f26-18b37b15e378__Dopemux Terminal Initialization.json:L477-L477,tagline,forensic|punitive|procedural
S0208,"""text"": ""# 💊DØPEMÜX-☠️UBERSLICER☠️—TFE-SCHEMA.dmpx\n\n\\033[1;33m╔════════════════════════════════════════════════════════════════════════════════════════╗\n║\\033[1;35m 💊 DØPEMÜX-☠️UBERSLICER☠️—SCHEMA ULTRA RITUAL — v1.4.0 \\033[1;33m║\n╠════════════════════════════════════════════════════════════════════════════════════════╣\n║\\033[0;36m > SYSTEM: This is the canonical dopemux schema, manifest, and architecture in one. \\033[1;33m║\n║\\033[0;36m >",dopemux_voice_input/conversations/684ce2f6-1c5c-8006-b2ba-6d4b004cfa02__Dopemux Terminal Overview.json:L477-L477,tagline,forensic|punitive|procedural
S0209,"""text"": ""# 💊DØPEMÜX-☠️UBERSLICER☠️—TFE-SCHEMA.dmpx\n\n\\033[1;33m╔════════════════════════════════════════════════════════════════════════════════════════╗\n║\\033[1;35m 💊 DØPEMÜX-☠️UBERSLICER☠️—SCHEMA ULTRA RITUAL — v1.4.0 \\033[1;33m║\n╠════════════════════════════════════════════════════════════════════════════════════════╣\n║\\033[0;36m > SYSTEM: This is the canonical dopemux schema, manifest, and architecture in one. \\033[1;33m║\n║\\033[0;36m >",dopemux_voice_input/conversations/684d9a42-4088-8006-97c1-88b43bcb1086__Dopemux Ultra Ritual.json:L473-L473,tagline,forensic|punitive|procedural
S0210,"""```markdown\n# 💊 INITIATING ULTRA-RITUAL PROMPT INJECTION \n🧠 MODE: UBERSLICER ∴ dopemux v1.4.0 — lossless, audit-locked, dopamine-maximal\n\n---\n\n### ☠ PRODUCT DEFINITION — `dopemux`\n> (This is what we",dopemux_voice_input/conversations/684d9a42-4088-8006-97c1-88b43bcb1086__Dopemux Ultra Ritual.json:L2030-L2030,naming,forensic|punitive|procedural
S0211,"""text"": ""# 💊DØPEMÜX-☠️UBERSLICER☠️—TFE-SCHEMA.dmpx\n\n\\033[1;33m╔════════════════════════════════════════════════════════════════════════════════════════╗\n║\\033[1;35m 💊 DØPEMÜX-☠️UBERSLICER☠️—SCHEMA ULTRA RITUAL — v1.4.0 \\033[1;33m║\n╠════════════════════════════════════════════════════════════════════════════════════════╣\n║\\033[0;36m > SYSTEM: This is the canonical dopemux schema, manifest, and architecture in one. \\033[1;33m║\n║\\033[0;36m >",dopemux_voice_input/conversations/684d9f5c-f3f4-8006-93d4-8a94ebbdf26b__Dopemux Product Design.json:L473-L473,tagline,forensic|punitive|procedural
S0212,"""text"": ""# 💊DØPEMÜX-☠️UBERSLICER☠️—TFE-SCHEMA.dmpx\n\n\\033[1;33m╔════════════════════════════════════════════════════════════════════════════════════════╗\n║\\033[1;35m 💊 DØPEMÜX-☠️UBERSLICER☠️—SCHEMA ULTRA RITUAL — v1.4.0 \\033[1;33m║\n╠════════════════════════════════════════════════════════════════════════════════════════╣\n║\\033[0;36m > SYSTEM: This is the canonical dopemux schema, manifest, and architecture in one. \\033[1;33m║\n║\\033[0;36m >",dopemux_voice_input/conversations/684d9f5c-f3f4-8006-93d4-8a94ebbdf26b__Dopemux Product Design.json:L788-L788,tagline,forensic|punitive|procedural
