src/dopemux/cli.py:19:import signal
src/dopemux/cli.py:51:from .adhd import AttentionMonitor, ContextManager, TaskDecomposer
src/dopemux/cli.py:142:    "focused": {
services/adhd_engine/ml/pattern_learner.py:308:                if warmup_time is None and focus_entry:
services/adhd_engine/ml/pattern_learner.py:309:                    warmup_time = focus_entry.get('time', 15)
services/adhd_engine/ml/pattern_learner.py:314:                if peak_duration is None and focus_entry:
services/adhd_engine/ml/pattern_learner.py:319:                            if s.get('time', 0) > focus_entry.get('time', 0)
services/adhd_engine/ml/pattern_learner.py:332:                        peak_duration = max(0, end_time - focus_entry.get('time', 0))
services/adhd_engine/ml/pattern_learner.py:535:        - Category: "adhd_patterns"
services/adhd_engine/ml/pattern_learner.py:556:                        category="adhd_patterns",
services/adhd_engine/ml/pattern_learner.py:572:                        category="adhd_patterns",
services/adhd_engine/ml/pattern_learner.py:588:                        category="adhd_patterns",
services/adhd_engine/ml/pattern_learner.py:629:                    category="adhd_patterns",
services/adhd_engine/ml/pattern_learner.py:645:                    category="adhd_patterns",
services/adhd_engine/ml/pattern_learner.py:661:                    category="adhd_patterns",
services/adhd_engine/core/output_dispatcher.py:95:        "hyperfocus_warning_90": "🔥90",
services/adhd_engine/core/output_dispatcher.py:96:        "hyperfocus_warning_120": "🔥‼️",
services/adhd_engine/core/output_dispatcher.py:97:        "hyperfocus_detected": "🔥",
services/adhd_engine/core/output_dispatcher.py:98:        "overwhelm_detected": "😰",
services/adhd_engine/core/output_dispatcher.py:99:        "overwhelm_critical": "🆘",
services/adhd_engine/core/output_dispatcher.py:276:                "type": "adhd_finding",
services/adhd_engine/core/output_dispatcher.py:295:    def __init__(self, topic: str = "adhd-dopemux", enabled: bool = False):
services/adhd_engine/core/output_dispatcher.py:383:            "hyperfocus_warning_90": ["console", "voice", "tmux_status"],
services/adhd_engine/core/output_dispatcher.py:387:            "hyperfocus_warning_120": ["console", "voice", "tmux_popup", "dashboard"],
services/adhd_engine/core/output_dispatcher.py:388:            "hyperfocus_detected": ["console", "tmux_status", "dashboard"],
services/adhd_engine/core/output_dispatcher.py:389:            "overwhelm_detected": ["console", "voice", "tmux_popup", "dashboard"],
services/adhd_engine/core/output_dispatcher.py:392:            "overwhelm_critical": ["console", "voice", "tmux_popup", "push", "dashboard"],
services/adhd_engine/domains/roast-engine/roast_engine/models.py:51:    include_consent_prompt: bool = Field(
services/adhd_engine/domains/roast-engine/roast_engine/models.py:53:        description="If false, skip consent prompts in the rendered line.",
services/adhd_engine/domains/roast-engine/roast_engine/models.py:70:    consent_prompt: str
services/adhd_engine/domains/wellbeing/medication_effectiveness_tracker.py:60:    avg_focus_duration_minutes: float
services/adhd_engine/domains/wellbeing/medication_effectiveness_tracker.py:61:    max_focus_duration_minutes: int
services/adhd_engine/domains/wellbeing/medication_effectiveness_tracker.py:62:    total_focused_minutes: int
services/adhd_engine/domains/wellbeing/medication_effectiveness_tracker.py:74:    self_reported_focus: Optional[int] = None
services/adhd_engine/domains/wellbeing/medication_effectiveness_tracker.py:83:            "avg_focus_duration_minutes": self.avg_focus_duration_minutes,
services/adhd_engine/domains/wellbeing/medication_effectiveness_tracker.py:84:            "max_focus_duration_minutes": self.max_focus_duration_minutes,
services/adhd_engine/domains/wellbeing/medication_effectiveness_tracker.py:85:            "total_focused_minutes": self.total_focused_minutes,
services/adhd_engine/domains/wellbeing/medication_effectiveness_tracker.py:91:            "self_reported_focus": self.self_reported_focus,
services/adhd_engine/domains/wellbeing/medication_effectiveness_tracker.py:110:    on_med_avg_focus: float
services/adhd_engine/domains/wellbeing/medication_effectiveness_tracker.py:111:    baseline_avg_focus: float
services/adhd_engine/domains/wellbeing/medication_effectiveness_tracker.py:112:    focus_improvement_pct: float
services/adhd_engine/domains/wellbeing/medication_effectiveness_tracker.py:127:    avg_self_reported_focus: Optional[float] = None
services/adhd_engine/domains/wellbeing/medication_effectiveness_tracker.py:229:        avg_focus_duration: float,
services/adhd_engine/domains/wellbeing/medication_effectiveness_tracker.py:230:        max_focus_duration: int,
services/adhd_engine/domains/wellbeing/medication_effectiveness_tracker.py:231:        total_focused_minutes: int,
services/adhd_engine/domains/wellbeing/medication_effectiveness_tracker.py:237:        self_reported_focus: Optional[int] = None,
services/adhd_engine/domains/wellbeing/medication_effectiveness_tracker.py:245:            avg_focus_duration: Average focus duration in minutes
services/adhd_engine/domains/wellbeing/medication_effectiveness_tracker.py:246:            max_focus_duration: Maximum focus duration in minutes
services/adhd_engine/domains/wellbeing/medication_effectiveness_tracker.py:247:            total_focused_minutes: Total minutes spent focused
services/adhd_engine/domains/wellbeing/medication_effectiveness_tracker.py:253:            self_reported_focus: User's self-rating (1-10)
services/adhd_engine/domains/wellbeing/medication_effectiveness_tracker.py:267:            avg_focus_duration_minutes=avg_focus_duration,
services/adhd_engine/domains/wellbeing/medication_effectiveness_tracker.py:268:            max_focus_duration_minutes=max_focus_duration,
services/adhd_engine/domains/wellbeing/medication_effectiveness_tracker.py:269:            total_focused_minutes=total_focused_minutes,
services/adhd_engine/domains/wellbeing/medication_effectiveness_tracker.py:275:            self_reported_focus=self_reported_focus,
services/adhd_engine/domains/wellbeing/medication_effectiveness_tracker.py:352:            avg_focus_duration_minutes=sum(m.avg_focus_duration_minutes for m in baseline_metrics) / len(baseline_metrics),
services/adhd_engine/domains/wellbeing/medication_effectiveness_tracker.py:353:            max_focus_duration_minutes=max(m.max_focus_duration_minutes for m in baseline_metrics),
services/adhd_engine/domains/wellbeing/medication_effectiveness_tracker.py:354:            total_focused_minutes=sum(m.total_focused_minutes for m in baseline_metrics),
services/adhd_engine/domains/wellbeing/medication_effectiveness_tracker.py:360:            self_reported_focus=int(sum(m.self_reported_focus or 0 for m in baseline_metrics) / len(baseline_metrics)) if any(m.self_reported_focus for m in baseline_metrics) else None
services/adhd_engine/domains/wellbeing/medication_effectiveness_tracker.py:382:            avg_focus_duration_minutes=sum(m.avg_focus_duration_minutes for m in medicated_metrics) / len(medicated_metrics),
services/adhd_engine/domains/wellbeing/medication_effectiveness_tracker.py:383:            max_focus_duration_minutes=max(m.max_focus_duration_minutes for m in medicated_metrics),
services/adhd_engine/domains/wellbeing/medication_effectiveness_tracker.py:384:            total_focused_minutes=sum(m.total_focused_minutes for m in medicated_metrics),
services/adhd_engine/domains/wellbeing/medication_effectiveness_tracker.py:390:            self_reported_focus=int(sum(m.self_reported_focus or 0 for m in medicated_metrics) / len(medicated_metrics)) if any(m.self_reported_focus for m in medicated_metrics) else None
services/adhd_engine/domains/wellbeing/medication_effectiveness_tracker.py:426:        focus_improvement = (
services/adhd_engine/domains/wellbeing/medication_effectiveness_tracker.py:427:            ((medicated.avg_focus_duration_minutes - baseline.avg_focus_duration_minutes) /
services/adhd_engine/domains/wellbeing/medication_effectiveness_tracker.py:428:             baseline.avg_focus_duration_minutes) * 100
services/adhd_engine/domains/wellbeing/medication_effectiveness_tracker.py:431:        baseline_tasks_per_hour = baseline.tasks_completed / (baseline.total_focused_minutes / 60)
services/adhd_engine/domains/wellbeing/medication_effectiveness_tracker.py:432:        medicated_tasks_per_hour = medicated.tasks_completed / (medicated.total_focused_minutes / 60)
services/adhd_engine/domains/wellbeing/medication_effectiveness_tracker.py:455:                avg_focus = sum(m.avg_focus_duration_minutes for m in hour_metrics) / len(hour_metrics)
services/adhd_engine/domains/wellbeing/medication_effectiveness_tracker.py:456:                effectiveness_by_hour[hour] = avg_focus
services/adhd_engine/domains/wellbeing/medication_effectiveness_tracker.py:460:            (focus_improvement / 100 * 40) +
services/adhd_engine/domains/wellbeing/medication_effectiveness_tracker.py:467:        if focus_improvement < 20:
services/adhd_engine/domains/wellbeing/medication_effectiveness_tracker.py:489:            on_med_avg_focus=medicated.avg_focus_duration_minutes,
services/adhd_engine/domains/wellbeing/medication_effectiveness_tracker.py:490:            baseline_avg_focus=baseline.avg_focus_duration_minutes,
services/adhd_engine/domains/wellbeing/medication_effectiveness_tracker.py:491:            focus_improvement_pct=focus_improvement,
services/adhd_engine/domains/wellbeing/medication_effectiveness_tracker.py:500:            avg_self_reported_focus=medicated.self_reported_focus,
services/adhd_engine/domains/wellbeing/medication_effectiveness_tracker.py:522:            f"- Baseline: {report.baseline_avg_focus:.1f} min",
services/adhd_engine/domains/wellbeing/medication_effectiveness_tracker.py:523:            f"- On Medication: {report.on_med_avg_focus:.1f} min",
services/adhd_engine/domains/wellbeing/medication_effectiveness_tracker.py:524:            f"- **Improvement: {report.focus_improvement_pct:+.1f}%**",
services/adhd_engine/domains/wellbeing/medication_effectiveness_tracker.py:538:        if report.avg_self_reported_focus:
services/adhd_engine/domains/wellbeing/medication_effectiveness_tracker.py:541:                f"- Average Self-Reported Focus: {report.avg_self_reported_focus:.1f}/10",
services/adhd_engine/domains/attention/attention_calibrator.py:23:    predicted_state: str  # "focused", "scattered", "hyperfocus", etc.
services/adhd_engine/domains/attention/attention_calibrator.py:26:    context: Dict[str, Any]  # Contributing signals (energy, complexity, switches, etc.)
services/adhd_engine/domains/attention/attention_calibrator.py:53:    - Hyperfocus detection duration
services/adhd_engine/domains/attention/attention_calibrator.py:75:            "focused_confidence": 0.7,
services/adhd_engine/domains/attention/attention_calibrator.py:77:            "hyperfocus_duration_min": 45,  # Minutes
services/adhd_engine/domains/attention/attention_calibrator.py:79:            "energy_weight": 0.4,  # How much to weight energy vs. other signals
services/adhd_engine/domains/attention/attention_calibrator.py:138:            context: Context signals at time of prediction
services/adhd_engine/domains/attention/attention_calibrator.py:182:            # Analyze hyperfocus duration patterns
services/adhd_engine/domains/attention/attention_calibrator.py:183:            self._calibrate_hyperfocus_duration()
services/adhd_engine/domains/attention/attention_calibrator.py:231:        for state in ['focused', 'scattered']:
services/adhd_engine/domains/attention/attention_calibrator.py:248:    def _calibrate_hyperfocus_duration(self) -> None:
services/adhd_engine/domains/attention/attention_calibrator.py:250:        Calibrate hyperfocus detection duration based on user patterns.
services/adhd_engine/domains/attention/attention_calibrator.py:252:        Analyzes when user reports being in hyperfocus vs. regular focus.
services/adhd_engine/domains/attention/attention_calibrator.py:254:        hyperfocus_durations = []
services/adhd_engine/domains/attention/attention_calibrator.py:257:            if sample.actual_state == "hyperfocus":
services/adhd_engine/domains/attention/attention_calibrator.py:260:                    hyperfocus_durations.append(duration)
services/adhd_engine/domains/attention/attention_calibrator.py:262:        if len(hyperfocus_durations) >= 3:
services/adhd_engine/domains/attention/attention_calibrator.py:263:            avg_duration = mean(hyperfocus_durations)
services/adhd_engine/domains/attention/attention_calibrator.py:268:            self.personal_thresholds['hyperfocus_duration_min'] = new_threshold
services/adhd_engine/domains/attention/attention_calibrator.py:269:            logger.info(f"🎯 Hyperfocus duration calibrated to {new_threshold} min")
services/adhd_engine/domains/attention/attention_calibrator.py:296:        Calibrate feature weights based on which signals correlate with accurate predictions.
