component_id	name	subsystem_id	container_name	purpose	public_interfaces	data_owned	dependencies	tech	stack	repo	owner	slo_availability	slo_latency	sli_metrics	alerts	security_notes	threat_model_refs	adr_ids	rfc_ids	source_uri	source_lines	created_at	updated_at	tags
COMP-overview	Overview	SUB-OVERVIEW		"Dopemux provides three main API layers:

1. **MCP Bridges**: Protocol-based integration with Leantime and Task-Master
2. **Sync Manager**: Bidirectional synchronization between systems
3. **ADHD Optim"	layers:						Engineering Team	99.9%	P50<50ms; P99<300ms	ms						docs/03-reference/api.md	1-7	2025-10-02T03:01:42.805405	2025-10-02T03:01:42.805406	api
COMP-api-keys	API Keys	SUB-FILE-1-RESEARCH		```python				python			Engineering Team	99.9%	P50<50ms; P99<300ms							docs/03-reference/api.md	1-1	2025-10-02T03:01:42.805476	2025-10-02T03:01:42.805477	
COMP-initialize-client	Initialize client			"client = LeantimeMCPClient(
    server_url=""http://localhost:8080"",
    api_key=""your-api-key"",
    timeout=30
)"	"_key=""your-api-key"","						Engineering Team	99.9%	P50<50ms; P99<300ms							docs/03-reference/api.md	1-6	2025-10-02T03:01:42.805779	2025-10-02T03:01:42.805781	api
COMP-standard-error-respo	Standard error response format			"{
    ""error"": {
        ""code"": ""LEANTIME_CONNECTION_FAILED"",
        ""message"": ""Unable to connect to Leantime server"",
        ""details"": {
            ""server_url"": ""http://localhost:8080"",
      "	"key is correct"","						Engineering Team	99.9%	P50<50ms; P99<300ms							docs/03-reference/api.md	1-18	2025-10-02T03:01:42.809561	2025-10-02T03:01:42.809562	api
COMP-request-limits	Request Limits			"- Leantime API: 100 requests/minute per API key
- Task-Master MCP: No built-in limits (subprocess-based)
- Sync operations: Max 1 full sync per minute per project"	100 requests/minute per API key						Engineering Team	99.9%	P50<50ms; P99<300ms							docs/03-reference/api.md	1-4	2025-10-02T03:01:42.809965	2025-10-02T03:01:42.809966	api
COMP-test-prd-to-tasks-wo	Test PRD-to-tasks workflow	SUB-ADVANCED-WORKFL		"result = await helper.test_prd_workflow(
    prd_content=""test PRD content"",
    expected_tasks=5
)
assert result.success
```

---

**API Version**: 1.0.0
**Last Updated**: 2024-01-15
**Compatibility*"	Version**: 1.0.0			Python			Engineering Team	99.9%	P50<50ms; P99<300ms							docs/03-reference/api.md	1-12	2025-10-02T03:01:42.810543	2025-10-02T03:01:42.810544	testing|api
COMP-conport-enhanced-api	ConPort Enhanced API Reference	SUB-DATA-ORGANIZATI		"**API Version**: 2.0.0
**Base URL**: `http://localhost:3004`
**Protocol**: HTTP REST + JSON
**Authentication**: None (internal service)"	REST: + JSON; Version**: 2.0.0						Engineering Team	99.9%	P50<50ms; P99<300ms			Authentication				docs/03-reference/conport-api-reference.md	1-6	2025-10-02T03:01:42.810708	2025-10-02T03:01:42.810709	api
COMP-get-api-context-work	GET /api/context/{workspace_id}			"Retrieve current workspace context with ADHD session tracking.

**Parameters**:
- `workspace_id` (path): Workspace identifier (e.g., ""dopemux-mvp"")

**Response**:
```json
{
  ""workspace_id"": ""dopemux-"		"Database: persistence validation complete"","					Engineering Team	99.9%	P50<50ms; P99<300ms							docs/03-reference/conport-api-reference.md	1-18	2025-10-02T03:01:42.811160	2025-10-02T03:01:42.811161	database|architecture
COMP-post-api-context-wor	POST /api/context/{workspace_id}			"Update workspace context. Only provided fields are updated.

**Request Body**:
```json
{
  ""active_context"": ""New context description"",
  ""last_activity"": ""What you just accomplished"",
  ""session_time"							Engineering Team	99.9%	P50<50ms; P99<300ms							docs/03-reference/conport-api-reference.md	1-22	2025-10-02T03:01:42.811531	2025-10-02T03:01:42.811532	
COMP-post-api-decisions	POST /api/decisions			"Log architectural or implementation decisions with rationale.

**Request Body**:
```json
{
  ""workspace_id"": ""dopemux-mvp"",
  ""summary"": ""Use PostgreSQL for primary database"",
  ""rationale"": ""ACID com"		"database: "", ""architecture"", ""persistence""], database: "", ""architecture"", ""persistence""],, database: "","					Engineering Team	99.9%	P50<50ms; P99<300ms							docs/03-reference/conport-api-reference.md	1-34	2025-10-02T03:01:42.812221	2025-10-02T03:01:42.812223	database|architecture
COMP-get-api-decisions	GET /api/decisions			"Retrieve decision history with filtering.

**Query Parameters**:
- `workspace_id` (optional): Filter by workspace
- `limit` (optional, default=10): Number of decisions to return

**Response**:
```json"		"database: "",, database: "", ""architecture""],"					Engineering Team	99.9%	P50<50ms; P99<300ms							docs/03-reference/conport-api-reference.md	1-24	2025-10-02T03:01:42.812747	2025-10-02T03:01:42.812748	database|architecture
COMP-post-api-progress	POST /api/progress			"Log task progress for ADHD motivation and tracking.

**Request Body**:
```json
{
  ""workspace_id"": ""dopemux-mvp"",
  ""description"": ""User authentication system"",
  ""status"": ""IN_PROGRESS"",
  ""percentag"							Engineering Team	99.9%	P50<50ms; P99<300ms			authentication				docs/03-reference/conport-api-reference.md	1-32	2025-10-02T03:01:42.813283	2025-10-02T03:01:42.813284	architecture
COMP-get-api-progress	GET /api/progress			"Retrieve progress entries with filtering.

**Query Parameters**:
- `workspace_id` (optional): Filter by workspace
- `status_filter` (optional): Filter by status (PLANNED, IN_PROGRESS, COMPLETED, BLOCK"							Engineering Team	99.9%	P50<50ms; P99<300ms	ms		authentication				docs/03-reference/conport-api-reference.md	1-26	2025-10-02T03:01:42.813807	2025-10-02T03:01:42.813808	architecture
COMP-put-api-progress-pro	PUT /api/progress/{progress_id}			"Update existing progress entry.

**Request Body**:
```json
{
  ""status"": ""COMPLETED"",
  ""percentage"": 100,
  ""actual_hours"": 6.5
}
```"							Engineering Team	99.9%	P50<50ms; P99<300ms							docs/03-reference/conport-api-reference.md	1-11	2025-10-02T03:01:42.814026	2025-10-02T03:01:42.814027	
COMP-get-api-recent-activ	GET /api/recent-activity/{workspace_id}			"Get recent activity for quick context recovery after interruptions.

**Query Parameters**:
- `hours` (optional, default=24): Hours of history to retrieve

**Response**:
```json
{
  ""workspace_id"": ""do"		"database: "","					Engineering Team	99.9%	P50<50ms; P99<300ms			authentication				docs/03-reference/conport-api-reference.md	1-27	2025-10-02T03:01:42.814456	2025-10-02T03:01:42.814457	database|architecture
COMP-get-api-active-work-	GET /api/active-work/{workspace_id}			"Get priority-sorted active work for ADHD focus optimization.

**Response**:
```json
{
  ""workspace_id"": ""dopemux-mvp"",
  ""active_work"": [
    {
      ""id"": ""058dbd85-47dd-46d0-a51d-44fff81013de"",
    "		"database: "","					Engineering Team	99.9%	P50<50ms; P99<300ms			authentication				docs/03-reference/conport-api-reference.md	1-21	2025-10-02T03:01:42.814877	2025-10-02T03:01:42.814878	database|architecture
COMP-get-api-search-works	GET /api/search/{workspace_id}			"Search decisions and progress entries with full-text search.

**Query Parameters**:
- `q` (required): Search query
- `type` (optional, default=""all""): Search type (""decisions"", ""progress"", ""all"")

**R"							Engineering Team	99.9%	P50<50ms; P99<300ms			authentication; JWT				docs/03-reference/conport-api-reference.md	1-33	2025-10-02T03:01:42.815438	2025-10-02T03:01:42.815439	security|architecture
COMP-auto-save-overhead	Auto-Save Overhead			"- Background auto-save: ~2ms every 30 seconds
- No impact on request response times
- Graceful degradation if database temporarily unavailable

**The enhanced ConPort API provides comprehensive ADHD m"	provides comprehensive ADHD memory support with enterprise-grade reliability and performance.**	database: temporarily unavailable					Engineering Team	99.9%	P50<50ms; P99<300ms	ms, response time						docs/03-reference/conport-api-reference.md	1-5	2025-10-02T03:01:42.816403	2025-10-02T03:01:42.816404	database|api|performance
COMP-multi-model-api-keys	Multi-model API keys for zen-mcp	SUB-FOR-TWO-PLANE-A		"GEMINI_API_KEY=your-key
OPENAI_API_KEY=your-key
OPENROUTER_API_KEY=your-key
XAI_API_KEY=your-key"	_KEY=your-key; _KEY=your-key; _KEY=your-key						Engineering Team	99.9%	P50<50ms; P99<300ms							docs/03-reference/implementation-plan-mcp-orchestration.md	1-5	2025-10-02T03:01:42.816924	2025-10-02T03:01:42.816925	
COMP-risks-and-mitigation	Risks and Mitigations	SUB-2-SERVICE-LOOKU		"- **zen-mcp Unavailability**: Fallback to direct Claude integration
- **Redis Failure**: Local SQLite backup for context storage
- **Model API Limits**: Round-robin model selection for load balancing
"	Limits**: Round-robin model selection for load balancing						Engineering Team	99.9%	P50<50ms; P99<300ms							docs/03-reference/adr-006-mcp-server-selection.md	1-5	2025-10-02T03:01:42.824791	2025-10-02T03:01:42.824793	api
COMP-4-context7-documenta	4. Context7 Documentation Tools (2 tools - 1,343 tokens)	SUB-12-EXA-WEB-SEAR		"```yaml
mcp__context7__resolve-library-id:
  tokens: 691
  description: Find correct library identifiers for documentation
  verified_working: ✅ Tested with React - returns 30+ library matches

mcp__c"	information				React		Engineering Team	99.9%	P50<50ms; P99<300ms							docs/03-reference/actual-mcp-tools-inventory.md	1-16	2025-10-02T03:01:42.834782	2025-10-02T03:01:42.834783	api
COMP-9-openmemory-mem0-pr	9. OpenMemory (mem0) - Priority: MEDIUM	SUB-12-EXA-WEB-SEAR		"**Repository**: docs.mem0.ai/openmemory/overview
**Status**: Not installed

```yaml
memory_operations:
  - add_memories: Store new memory objects locally
  - search_memory: Retrieve relevant memories
"	s: Consistent memory interface; ```					sitory**:	Engineering Team	99.9%	P50<50ms; P99<300ms							docs/03-reference/actual-mcp-tools-inventory.md	1-17	2025-10-02T03:01:42.836476	2025-10-02T03:01:42.836481	
COMP-example-scenarios	**Example Scenarios**			"- **API Documentation:** Same endpoints queried multiple times
- **Code Patterns:** Similar code searches within session
- **Project Context:** Repeated project structure queries"	Documentation:** Same endpoints queried multiple times; s queried multiple times						Engineering Team	99.9%	P50<50ms; P99<300ms							docs/03-reference/token-optimization-strategies.md	1-4	2025-10-02T03:01:42.839741	2025-10-02T03:01:42.839743	api
COMP-optimization-tactics	**Optimization Tactics**			"1. **API-First Development:** Always check Context7 before coding
2. **Pattern Reuse:** Use Claude Context to find existing solutions
3. **Bulk Operations:** MorphLLM for repetitive changes
4. **Smart"	-First Development:** Always check Context7 before coding						Engineering Team	99.9%	P50<50ms; P99<300ms							docs/03-reference/token-optimization-strategies.md	1-5	2025-10-02T03:01:42.840673	2025-10-02T03:01:42.840674	api
COMP-goals	Goals			"1. **Native‑first**: Use the user’s **Claude subscription** (e.g., Sonnet 4 via Claude Code UI) as the default path for interactive coding/chat, labeled **cc‑default**.
2. **Adaptive fallback**: When "	across OpenAI‑style, Anthropic, OpenRouter, DeepSeek, Google, x‑AI, and Qwen endpoints.; s.						Engineering Team	99.9%	P50<50ms; P99<300ms	(SLA/SLO), and optional spend & rate governance.						docs/03-reference/dopemux-routing-logic-design-doc-spec-v-0.md	1-8	2025-10-02T03:01:42.844622	2025-10-02T03:01:42.844623	
COMP-2-key-concepts-termi	2) Key Concepts & Terminology	SUB-12-EXA-WEB-SEAR		"- **Route**: A named policy (e.g., `default`, `background`, `think`, `longContext`) mapping to a **priority‑ordered** list of model targets.
- **Target**: `(provider, model)` pair plus **adapter** (re"	and back (OpenAI‑chat, Anthropic‑messages, OpenRouter‑proxy, DeepSeek‑reasoning fields, etc.).						Engineering Team	99.9%	P50<50ms; P99<300ms							docs/03-reference/dopemux-routing-logic-design-doc-spec-v-0.md	1-9	2025-10-02T03:01:42.845849	2025-10-02T03:01:42.845850	api
COMP-4-1-default-cc-defau	4.1 `default` (cc‑default)			"- **Intent**: Interactive coding/chat. Highest UX fidelity.
- **Primary**: Native Claude **subscription** (Sonnet 4 via Claude Code). **Never** burn Anthropic API unless the local client path is unava"	unless the local client path is unavailable.						Engineering Team	99.9%	P50<50ms; P99<300ms							docs/03-reference/dopemux-routing-logic-design-doc-spec-v-0.md	1-8	2025-10-02T03:01:42.846539	2025-10-02T03:01:42.846541	api
COMP-4-4-longcontext	4.4 `longContext`			"- **Intent**: Requests exceeding a configurable token threshold.
- **Policy (final)**:
  - **≤ 128k** tokens → **DeepSeek V3.1** (cost‑effective, solid coding).
  - **128k – 400k** → **GPT‑5** via Ope"	key** is supplied and Sonnet 4 (1M context) is available, it may be added as an alternate for the >400k tier.						Engineering Team	99.9%	P50<50ms; P99<300ms							docs/03-reference/dopemux-routing-logic-design-doc-spec-v-0.md	1-11	2025-10-02T03:01:42.847151	2025-10-02T03:01:42.847152	testing|api
COMP-6-1-high-level-yaml	6.1 High‑level YAML			"```yaml
version: 1
logging:
  level: info
  json: true
observability:
  tracing: false
  sample_rate: 0.05
budgets:
  enabled: true
  default_monthly_usd: 50
  per_key: {}
providers:
  - name: anthrop"	_key here; uses local app token/session; _base: https://openrouter.ai/api/v1; _key: env:OPENROUTER_API_KEY						Engineering Team	99.9%	P50<50ms; P99<300ms	ms, latency						docs/03-reference/dopemux-routing-logic-design-doc-spec-v-0.md	1-98	2025-10-02T03:01:42.849020	2025-10-02T03:01:42.849022	performance|api|testing
COMP-6-2-notes	6.2 Notes	SUB-6-2-EXECUTION-R		"- `type: claude_subscription` is a special adapter that calls the local Claude client / embedded channel rather than Anthropic’s paid API key.
- `openai_compatible` handles OpenRouter (and any gateway"	key.						Engineering Team	99.9%	P50<50ms; P99<300ms							docs/03-reference/dopemux-routing-logic-design-doc-spec-v-0.md	1-7	2025-10-02T03:01:42.850329	2025-10-02T03:01:42.850330	api
COMP-7-2-anthropic-subscr	7.2 Anthropic Subscription (Claude Code / Native)	SUB-CONFIGURATION-A		"- Interface through installed app or embedded local API (no API key).
- Respect subscription usage limits; detect banner/error strings and translate to `USAGE_LIMIT` internal code."	(no API key).; through installed app or embedded local API (no API key).						Engineering Team	99.9%	P50<50ms; P99<300ms							docs/03-reference/dopemux-routing-logic-design-doc-spec-v-0.md	1-4	2025-10-02T03:01:42.850668	2025-10-02T03:01:42.850675	api
COMP-critical-licensing-c	Critical licensing constraint blocks direct integration	SUB-LEANTIME-S-TECH		The most significant finding from this research is that **Claude Code cannot be directly integrated into dopemux** due to its Business Source License (BUSL-1.1), which explicitly prohibits redistribut	directly. The recommended approach is to implement similar UI patterns and functionality while respecting the licensing restrictions, potentially transitioning to full integration if the license changes to open source after its typical 4-year transition period.						Engineering Team	99.9%	P50<50ms; P99<300ms							docs/03-reference/claude-tools-integration.md	1-5	2025-10-02T03:01:42.852012	2025-10-02T03:01:42.852013	api
COMP-modular-monolithic-d	Modular monolithic design with plugin system proves optimal	SUB-ALTERNATIVE-1-C		The recommended architecture follows a **modular monolithic approach with plugin-based extensibility**, avoiding microservices complexity while maintaining flexibility. This design implements the Comm	allows each tool to operate in isolation with clear boundaries.; s, Observer pattern for event handling, and Strategy pattern for swappable implementations. A sophisticated hook system manages extensibility with pre-defined events (startup, shutdown, before/after-command) and priority-based execution. Conflict resolution uses namespace management with prefixed commands (claude-code:edit, flow:run) and priority-based command resolution when conflicts occur.	extensibility with pre-defined events (startup, shutdown, before/after-command) and priority-based execution. Conflict resolution uses namespace management with prefixed commands (claude-code:edit, flow:run) and priority-based command resolution when conflicts occur.					Engineering Team	99.9%	P50<50ms; P99<300ms							docs/03-reference/claude-tools-integration.md	1-5	2025-10-02T03:01:42.853406	2025-10-02T03:01:42.853407	architecture
